Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,Price($)
AMD Athlon II X4 638,CPU,2/6/2012,32,65,228,1178,2700,Unknown,AMD,57
AMD Sempron 3800+,CPU,10/23/2006,90,62,103,81,2200,Unknown,AMD,25.75
Intel Pentium 2117U,CPU,9/1/2012,22,17,118,1400,1800,Intel,Intel,29.5
AMD Athlon 800,CPU,6/5/2000,180,45,120,37,800,Unknown,AMD,30
Intel Core 2 Quad Q7600,CPU,8/31/2009,45,95,82,456,2700,Intel,Intel,20.5
Intel Xeon E7-8870,CPU,4/3/2011,32,130,513,2600,2400,Intel,Intel,128.25
AMD FX-8350,CPU,10/23/2012,32,125,315,1200,4000,Unknown,AMD,78.75
AMD Athlon 64 X2 4400+ EE,CPU,5/23/2006,90,65,220,154,2200,Unknown,AMD,55
Intel Core 2 Duo T5200,CPU,7/27/2006,65,35,143,,1600,Intel,Intel,35.75
AMD Opteron 4386,CPU,12/4/2012,32,95,315,1200,3100,Unknown,AMD,78.75
Intel Xeon W5580,CPU,3/30/2009,45,130,263,731,3200,Intel,Intel,65.75
AMD Athlon X2 BE-2400,CPU,10/8/2007,65,45,126,154,2300,Unknown,AMD,31.5
AMD Phenom II X4 920,CPU,1/8/2009,45,125,258,758,2800,Unknown,AMD,64.5
Intel Core i3-7350K,CPU,1/3/2017,14,60,,,4200,Intel,Intel,0
AMD Sempron 2500+,CPU,7/7/2005,90,62,84,63,1400,Unknown,AMD,21
Intel Xeon Phi 7235,CPU,12/1/2017,14,250,,8000,1300,Intel,Intel,0
AMD Sempron 3500+,CPU,10/1/2005,90,62,84,63,2000,Unknown,AMD,21
AMD Opteron 250,CPU,5/18/2004,130,89,193,106,2400,Unknown,AMD,48.25
Intel Xeon MP 7030 Dual-Core,CPU,12/1/2005,90,135,213,200,2833,Intel,Intel,53.25
Intel Core i5-9600K,CPU,10/19/2018,14,95,,,3700,Intel,Intel,0
AMD FX-8170,CPU,10/23/2012,32,125,315,1200,3900,Unknown,AMD,78.75
AMD Opteron 850,CPU,12/1/2004,90,85,,106,2400,Unknown,AMD,0
Intel Core i5-10300H,CPU,9/17/2020,14,45,,,2500,Intel,Intel,0
Intel Core i7-5557U,CPU,3/1/2015,14,28,,,3100,Intel,Intel,0
Intel Core i7-2860QM,CPU,9/4/2011,32,45,216,1160,2500,Intel,Intel,54
Intel Core i7-9750HF,CPU,4/23/2019,14,45,149,,2600,Intel,Intel,37.25
Intel Pentium 350,CPU,11/21/2011,32,15,131,504,1200,Intel,Intel,32.75
AMD Ryzen 5 2600X,CPU,4/19/2018,12,95,192,4800,3600,GF,AMD,48
Intel Core M-5Y70,CPU,9/5/2014,14,5,50,,1100,Intel,Intel,12.5
Intel Pentium 4 HT 2.40,CPU,5/21/2003,130,66,131,55,2400,Intel,Intel,32.75
AMD Ryzen 7 4700U,CPU,1/6/2020,7,25,156,9800,1800,TSMC,AMD,39
Intel Atom E620T,CPU,9/14/2010,45,3,26,47,600,Intel,Intel,6.5
AMD Opteron 43GK HE,CPU,12/4/2012,32,65,315,1200,2600,Unknown,AMD,78.75
AMD Athlon X2 7450,CPU,12/15/2008,65,95,285,450,2400,Unknown,AMD,71.25
Intel Atom E3825,CPU,10/8/2013,22,6,,,1333,Intel,Intel,0
Intel Celeron N2808,CPU,5/22/2014,22,4,,,1580,Intel,Intel,0
AMD Ryzen 5 1500X,CPU,4/11/2017,14,65,192,4800,3500,GF,AMD,48
AMD Athlon 64 X2 4400+,CPU,5/23/2006,90,110,199,233,2200,Unknown,AMD,49.75
AMD A4-4300M,CPU,5/15/2012,32,35,246,1303,2500,Unknown,AMD,61.5
Intel Core i5-670,CPU,1/7/2010,32,73,81,382,3466,Intel,Intel,20.25
Intel Xeon Platinum 8358,CPU,4/6/2021,10,250,,,2600,Intel,Intel,0
Intel Core 2 Duo U7600,CPU,4/27/2007,65,10,111,293,1200,Intel,Intel,27.75
Intel Core i7-4760HQ,CPU,2/1/2014,22,47,264,1400,2100,Intel,Intel,66
Intel Pentium D 940,CPU,1/16/2006,65,130,140,376,3200,Intel,Intel,35
AMD Turion 64 MT-37,CPU,8/8/2005,90,25,125,114,2000,Unknown,AMD,31.25
Intel Core i5-4300M,CPU,9/1/2013,22,37,118,1400,2600,Intel,Intel,29.5
Intel Core i7-3635QM,CPU,9/1/2012,22,45,160,1480,2400,Intel,Intel,40
AMD Opteron 6376,CPU,11/5/2012,32,115,315,2400,2300,Unknown,AMD,78.75
AMD EPYC 72F3,CPU,3/15/2021,7,180,,,3700,TSMC,AMD,0
AMD Opteron 244,CPU,8/5/2003,130,82,193,106,1800,Unknown,AMD,48.25
Intel Core i5-3330S,CPU,9/3/2012,22,77,133,,2700,Intel,Intel,33.25
Intel Xeon Platinum 8352S,CPU,4/6/2021,10,205,,,2200,Intel,Intel,0
Intel Pentium 4 2.40,CPU,3/1/2004,90,110,109,125,2400,Intel,Intel,27.25
Intel Xeon MP 3.00,CPU,3/29/2005,90,135,,286,3000,Intel,Intel,0
Intel Xeon E5-2695 v2,CPU,9/1/2013,22,115,160,1400,2400,Intel,Intel,40
Intel Pentium M 725,CPU,6/23/2004,90,21,84,140,1600,Intel,Intel,21
AMD Sempron 2800+,CPU,7/15/2005,90,25,,69,1600,Unknown,AMD,0
Intel Xeon 5110,CPU,6/26/2006,65,65,,,1600,Intel,Intel,0
AMD A4-3320M,CPU,12/20/2011,32,35,228,1178,2000,Unknown,AMD,57
Intel Mobile Pentium 4 2.80,CPU,6/11/2003,130,68,131,55,2800,Intel,Intel,32.75
Intel Core i7-4960X,CPU,9/3/2013,22,130,257,1860,3600,Intel,Intel,64.25
Intel Core i3-9350K,CPU,4/23/2019,14,91,,,4000,Intel,Intel,0
AMD Athlon II X2 250e,CPU,9/21/2010,45,45,117,410,3000,Unknown,AMD,29.25
AMD Athlon 64 X2 6000+,CPU,8/20/2007,65,89,126,154,3100,Unknown,AMD,31.5
AMD Athlon 64 LE-1620,CPU,10/8/2007,90,45,230,227,2400,Unknown,AMD,57.5
Intel Celeron 2.40,CPU,3/31/2003,130,73,146,55,2400,Intel,Intel,36.5
AMD EPYC 7232P,CPU,8/7/2019,7,120,74,3800,3100,TSMC,AMD,18.5
Intel Atom CE4150,CPU,9/24/2009,45,7,26,47,1200,Intel,Intel,6.5
AMD Athlon II X2 220,CPU,9/21/2010,45,65,117,410,2800,Unknown,AMD,29.25
AMD Opteron 4334,CPU,12/4/2012,32,95,315,1200,3100,Unknown,AMD,78.75
Intel Core i9-9940X,CPU,10/19/2018,14,165,,,3300,Intel,Intel,0
Intel Core 2 Quad Q9400,CPU,8/10/2008,45,95,81,456,2666,Intel,Intel,20.25
Intel Xeon E7-8891 v3,CPU,6/1/2015,22,165,160,1400,2800,Intel,Intel,40
Intel Pentium 967,CPU,10/2/2011,32,17,131,504,1300,Intel,Intel,32.75
Intel Core i9-9990XE,CPU,10/19/2018,14,255,,,4000,Intel,Intel,0
Intel Core i7-1160G7,CPU,9/2/2020,10,15,,,1200,Intel,Intel,0
AMD Athlon 900,CPU,6/5/2000,180,50,120,37,900,Unknown,AMD,30
Intel Celeron G460,CPU,12/12/2011,32,35,131,504,1800,Intel,Intel,32.75
Intel Core i7-6700T,CPU,9/1/2015,14,35,,,2800,Intel,Intel,0
AMD FX-6350,CPU,4/29/2013,32,125,315,1200,3900,Unknown,AMD,78.75
Intel Celeron G3900,CPU,9/1/2015,14,51,150,1400,2800,Intel,Intel,37.5
Intel Pentium G850,CPU,5/22/2011,32,65,131,504,2900,Intel,Intel,32.75
AMD EPYC 7742,CPU,8/7/2019,7,225,74,3800,2250,TSMC,AMD,18.5
Intel Core i7-4810MQ,CPU,1/20/2014,22,47,177,1400,2800,Intel,Intel,44.25
Intel Core i9-9920X,CPU,10/19/2018,14,165,,,3500,Intel,Intel,0
Intel Core 2 Duo E8600,CPU,8/8/2008,45,65,107,410,3333,Intel,Intel,26.75
AMD Sempron LE-1150,CPU,8/1/2007,65,45,,,2000,Unknown,AMD,0
AMD Phenom II X6 1090T BE,CPU,4/27/2010,45,125,346,904,3200,Unknown,AMD,86.5
Intel Xeon 7130M,CPU,8/27/2006,65,150,435,1328,3200,Intel,Intel,108.75
Intel Core i3-4160T,CPU,7/21/2014,22,35,177,1400,3100,Intel,Intel,44.25
AMD Sempron 130,CPU,8/1/2011,45,45,117,234,2600,Unknown,AMD,29.25
Intel Atom N470,CPU,3/1/2010,45,7,66,123,1834,Intel,Intel,16.5
AMD Sempron 3100+,CPU,5/3/2005,90,62,,63,1800,Unknown,AMD,0
Intel Core Duo LV L2500,CPU,9/3/2006,65,15,90,151,1833,Intel,Intel,22.5
AMD Sempron 2300+,CPU,7/28/2004,130,62,80,37,1583,Unknown,AMD,20
AMD A10-5700,CPU,10/2/2012,32,65,246,1178,3400,Unknown,AMD,61.5
AMD A4-1350,CPU,10/18/2013,32,8,246,1178,1000,Unknown,AMD,61.5
Intel Pentium III 1000,CPU,6/1/2001,180,29,80,44,1000,Intel,Intel,20
Intel Core i3-10100,CPU,4/30/2020,14,65,,,3600,Intel,Intel,0
Intel Atom Z530,CPU,4/2/2008,45,2,26,47,1600,Intel,Intel,6.5
Intel Xeon W3580,CPU,8/9/2009,45,130,263,731,3333,Intel,Intel,65.75
Intel Core i5-9600KF,CPU,1/8/2019,14,95,,,3700,Intel,Intel,0
AMD Athlon 64 3800+,CPU,5/23/2006,90,62,183,154,2400,Unknown,AMD,45.75
AMD Opteron 250,CPU,12/1/2004,90,85,,106,2400,Unknown,AMD,0
AMD Athlon 64 X2 4600+ EE,CPU,5/23/2006,90,65,220,154,2400,Unknown,AMD,55
Intel Core i5-2435M,CPU,9/1/2011,32,35,149,624,2400,Intel,Intel,37.25
AMD Athlon XP 2200+,CPU,9/1/2003,130,63,,63,1800,Unknown,AMD,0
AMD Athlon 1200,CPU,10/17/2000,180,66,120,37,1200,Unknown,AMD,30
Intel Pentium III  800,CPU,6/1/2001,180,38,80,44,800,Intel,Intel,20
AMD Athlon XP-M 2200+,CPU,1/1/2001,130,45,101,63,1667,Unknown,AMD,25.25
Intel Pentium 4-M 1.40,CPU,4/23/2002,130,21,131,55,1400,Intel,Intel,32.75
Intel Core i3-2377M,CPU,9/1/2012,32,17,149,624,1500,Intel,Intel,37.25
Intel Atom D510,CPU,12/21/2009,45,13,66,176,1667,Intel,Intel,16.5
Intel Core i7-5775C,CPU,5/15/2015,14,65,,,3300,Intel,Intel,0
Intel Core Duo T2250,CPU,5/1/2006,65,31,90,151,1733,Intel,Intel,22.5
Intel Atom N455,CPU,6/1/2010,45,7,66,123,1667,Intel,Intel,16.5
Intel Core i7-10510Y,CPU,8/21/2019,14,9,,,1200,Intel,Intel,0
Intel Pentium D 840,CPU,5/26/2005,90,130,206,169,3200,Intel,Intel,51.5
Intel Xeon E5-2609 v2,CPU,9/1/2013,22,80,160,1400,2500,Intel,Intel,40
Intel Core 2 Duo E4600,CPU,10/21/2007,65,65,111,167,2400,Intel,Intel,27.75
Intel Xeon E7-8893 v3,CPU,6/1/2015,22,140,160,1400,3200,Intel,Intel,40
Intel Core i7-620M,CPU,1/7/2010,32,35,81,384,2677,Intel,Intel,20.25
AMD Phenom II X3 B75,CPU,10/1/2009,45,95,258,758,3000,Unknown,AMD,64.5
AMD Athlon 64 3000+,CPU,4/27/2004,130,89,144,69,1800,Unknown,AMD,36
AMD Athlon 64 3200+,CPU,1/1/2001,130,89,193,105,2200,Unknown,AMD,48.25
Intel Xeon 3.06,CPU,7/14/2003,130,97,237,286,3066,Intel,Intel,59.25
Intel Pentium 4 HT 520,CPU,6/21/2004,90,84,109,125,2800,Intel,Intel,27.25
AMD Athlon 64 FX-51,CPU,9/23/2003,130,89,193,105,2200,Unknown,AMD,48.25
Intel Xeon E3-1280 v5,CPU,10/19/2015,14,80,160,1400,3700,Intel,Intel,40
AMD Athlon II X3 455,CPU,12/7/2010,45,95,169,300,3300,Unknown,AMD,42.25
Intel Pentium 4 2.0,CPU,1/1/2001,130,110,146,55,2000,Intel,Intel,36.5
AMD Ryzen 7 2700,CPU,4/19/2018,12,65,192,4800,3200,GF,AMD,48
Intel Core i7-9700KF,CPU,1/8/2019,14,95,,,3600,Intel,Intel,0
Intel Celeron 2.30,CPU,3/31/2003,130,73,146,55,2300,Intel,Intel,36.5
AMD Athlon 750,CPU,6/5/2000,180,43,120,37,750,Unknown,AMD,30
AMD Sempron 150,CPU,12/7/2010,45,45,117,234,2900,Unknown,AMD,29.25
AMD Athlon 1200,CPU,10/31/2000,180,66,120,37,1200,Unknown,AMD,30
Intel Core 2 Duo T7600G,CPU,12/27/2006,65,35,143,293,2333,Intel,Intel,35.75
Intel Core i5-8420,CPU,9/1/2018,14,65,,,2900,Intel,Intel,0
Intel Core i7-3970X,CPU,11/1/2012,32,150,435,2270,3500,Intel,Intel,108.75
AMD Mobile Athlon 64 3400+,CPU,8/1/2005,130,62,193,106,2200,Unknown,AMD,48.25
AMD Opteron 6168,CPU,3/29/2010,45,115,346,1800,1900,Unknown,AMD,86.5
AMD Athlon X2 QL-65,CPU,12/1/2008,65,35,,,2100,Unknown,AMD,0
AMD Athlon XP 2800+ DTR,CPU,1/1/2001,130,68,101,63,2083,Unknown,AMD,25.25
Intel Atom E660,CPU,9/14/2010,45,3,26,47,1300,Intel,Intel,6.5
Intel Core i5-3475S,CPU,6/1/2012,22,65,160,1400,2900,Intel,Intel,40
AMD C-50,CPU,1/4/2011,40,9,75,,1000,Unknown,AMD,18.75
AMD Athlon 64 FX-74,CPU,11/30/2006,90,125,235,227,3000,Unknown,AMD,58.75
Intel Atom N280,CPU,6/3/2008,45,3,26,47,1667,Intel,Intel,6.5
AMD Turion 64 ML-40,CPU,6/22/2005,90,35,125,114,2200,Unknown,AMD,31.25
Intel Celeron 2.80,CPU,11/3/2003,130,73,146,55,2800,Intel,Intel,36.5
Intel Pentium G630T,CPU,9/4/2011,32,35,131,504,2300,Intel,Intel,32.75
AMD Phenom II X3 B73,CPU,10/1/2009,45,95,258,758,2800,Unknown,AMD,64.5
AMD Ryzen 3 1300X,CPU,7/27/2017,14,65,192,4800,3400,GF,AMD,48
Intel Pentium M 715,CPU,6/23/2004,90,21,84,140,1500,Intel,Intel,21
Intel Xeon 5150,CPU,6/26/2006,65,65,,,2666,Intel,Intel,0
Intel Pentium D 840 EE,CPU,5/1/2005,90,130,206,169,3200,Intel,Intel,51.5
AMD Athlon X2 4050e,CPU,4/21/2008,65,45,126,154,2100,Unknown,AMD,31.5
Intel Core i7-4790S,CPU,5/1/2014,22,65,177,1400,3100,Intel,Intel,44.25
AMD Ryzen 5 PRO 3500U,CPU,4/8/2019,12,15,210,4940,2100,GF,AMD,52.5
Intel Xeon E3-1280,CPU,4/3/2011,32,95,216,1160,3500,Intel,Intel,54
Intel Core 2 Duo U7600,CPU,4/27/2007,65,10,111,293,1200,Intel,Intel,27.75
AMD Athlon XP 2400+,CPU,8/21/2002,130,68,80,63,2000,Unknown,AMD,20
AMD E1-2100,CPU,5/23/2013,32,9,246,1178,1000,Unknown,AMD,61.5
AMD EPYC 7401P,CPU,6/29/2017,14,170,213,4800,2000,GF,AMD,53.25
Intel Core i5-1135G7,CPU,9/2/2020,10,28,,,2400,Intel,Intel,0
AMD Turion X2 Ultra ZM-87,CPU,6/1/2008,65,35,,,2400,Unknown,AMD,0
Intel Xeon 7140M,CPU,8/27/2006,65,150,435,1328,3400,Intel,Intel,108.75
Intel Xeon E5-2650 v2,CPU,9/1/2013,22,95,160,1400,2600,Intel,Intel,40
Intel Atom Z620,CPU,5/4/2010,45,1,65,140,900,Intel,Intel,16.25
Intel Xeon 2.0,CPU,2/25/2002,130,89,217,55,2000,Intel,Intel,54.25
AMD Phenom II X3 705e,CPU,6/2/2009,45,65,258,758,2500,Unknown,AMD,64.5
Intel Pentium 4 511,CPU,1/1/2005,90,84,109,125,2800,Intel,Intel,27.25
AMD Athlon XP 3000+,CPU,1/1/2001,130,68,101,63,2100,Unknown,AMD,25.25
AMD Phenom II X3 700e,CPU,6/2/2009,45,65,258,758,2400,Unknown,AMD,64.5
AMD Opteron 842,CPU,9/9/2003,130,82,193,106,1600,Unknown,AMD,48.25
AMD Sempron 3000+,CPU,1/1/2001,130,25,144,69,1800,Unknown,AMD,36
Intel Pentium 4 1.8A,CPU,7/2/2001,180,67,217,42,1800,Intel,Intel,54.25
Intel Core i5-8500T,CPU,4/2/2018,14,35,,,2100,Intel,Intel,0
AMD Opteron X2 270 HE,CPU,12/1/2005,90,55,,233,2000,Unknown,AMD,0
Intel Xeon 7110M,CPU,8/27/2006,65,95,435,1328,2600,Intel,Intel,108.75
AMD FX-8140,CPU,10/23/2012,32,95,315,1200,3200,Unknown,AMD,78.75
Intel Atom D2550,CPU,11/1/2011,32,10,66,176,1867,Intel,Intel,16.5
Intel Celeron G3920,CPU,9/1/2015,14,51,150,1400,2900,Intel,Intel,37.5
AMD Ryzen 5 3400G,CPU,7/7/2019,12,65,210,4940,3700,GF,AMD,52.5
Intel Core i3-8145U,CPU,10/1/2018,10,28,123,,2100,Intel,Intel,30.75
AMD Athlon 64 X2 6000+,CPU,2/20/2007,90,125,220,227,3000,Unknown,AMD,55
AMD Ryzen 3 PRO 4350GE,CPU,7/21/2020,7,35,,,3500,TSMC,AMD,0
Intel Core 2 Duo E6600,CPU,7/27/2006,65,65,143,291,2400,Intel,Intel,35.75
AMD EPYC 7272,CPU,8/7/2019,7,120,74,3800,2600,TSMC,AMD,18.5
Intel Core i3-8350K,CPU,10/5/2017,14,91,,,4000,Intel,Intel,0
AMD Athlon 64 LE-1660,CPU,5/1/2008,65,45,77,122,2800,Unknown,AMD,19.25
Intel Pentium SU4100,CPU,9/1/2009,45,10,107,410,1300,Intel,Intel,26.75
AMD Athlon 64 2800+,CPU,4/27/2004,130,89,144,69,1800,Unknown,AMD,36
AMD Turion X2 Ultra ZM-88,CPU,12/1/2008,65,35,,,2500,Unknown,AMD,0
Intel Pentium M 765,CPU,10/20/2004,90,21,84,140,2100,Intel,Intel,21
Intel Core i3-350M,CPU,1/7/2010,32,35,81,382,2267,Intel,Intel,20.25
Intel Xeon Platinum 8352V,CPU,4/6/2021,10,195,,,2500,Intel,Intel,0
AMD Ryzen 5 5600G,CPU,4/13/2021,7,65,,,3900,TSMC,AMD,0
AMD Phenom X3 8400,CPU,3/27/2008,65,95,285,450,2100,Unknown,AMD,71.25
Intel Core i5-7500T,CPU,1/3/2017,14,35,,,2700,Intel,Intel,0
Intel Core i7-8550U,CPU,8/21/2017,14,15,123,,1800,Intel,Intel,30.75
AMD Ryzen Threadripper 1920X,CPU,8/10/2017,14,180,213,9600,3500,GF,AMD,53.25
Intel Core i5-1035G1,CPU,8/1/2019,10,25,,,1000,Intel,Intel,0
Intel Celeron N2930,CPU,2/23/2014,22,7,,,1830,Intel,Intel,0
Intel Pentium 4 2.4,CPU,5/6/2002,130,92,146,55,2400,Intel,Intel,36.5
AMD EPYC 7551P,CPU,6/29/2017,14,180,213,4800,2000,GF,AMD,53.25
AMD Athlon XP-M 2000+,CPU,1/1/2001,130,45,101,63,1533,Unknown,AMD,25.25
Intel Core i3-2102,CPU,6/1/2011,32,65,131,504,3100,Intel,Intel,32.75
AMD Ryzen 7 4700GE,CPU,7/21/2020,7,35,,,3100,TSMC,AMD,0
AMD A6-3400M,CPU,6/14/2011,32,35,228,1178,1400,Unknown,AMD,57
AMD EPYC 7451,CPU,6/29/2017,14,180,213,4800,2300,GF,AMD,53.25
Intel Atom Z510PT,CPU,3/2/2009,45,2,26,47,1100,Intel,Intel,6.5
AMD Ryzen 7 PRO 3700U,CPU,4/8/2019,12,15,210,4940,2300,GF,AMD,52.5
AMD Athlon 64 X2 5200+,CPU,9/6/2006,90,89,220,154,2600,Unknown,AMD,55
AMD Athlon 64 X2 4200+,CPU,5/23/2006,90,89,220,154,2200,Unknown,AMD,55
Intel Pentium 4 HT 641,CPU,1/5/2006,65,86,81,188,3200,Intel,Intel,20.25
Intel Core M-5Y10a,CPU,9/5/2014,14,5,50,,800,Intel,Intel,12.5
AMD Athlon II X2 260,CPU,5/11/2010,45,65,117,410,3200,Unknown,AMD,29.25
Intel Pentium 4 HT 524,CPU,1/1/2001,90,84,109,125,3060,Intel,Intel,27.25
AMD Opteron 840,CPU,5/18/2004,130,82,193,106,1400,Unknown,AMD,48.25
AMD Athlon 64 X2 4600+,CPU,4/22/2008,65,65,126,154,2400,Unknown,AMD,31.5
Intel Pentium 4-M 1.60,CPU,3/4/2002,130,30,131,55,1600,Intel,Intel,32.75
Intel Pentium M 780,CPU,7/25/2005,90,27,84,140,2260,Intel,Intel,21
AMD A8-3850,CPU,6/30/2011,32,100,228,1178,2900,Unknown,AMD,57
Intel Celeron G540T,CPU,9/4/2011,32,35,131,504,2100,Intel,Intel,32.75
AMD Opteron 240 EE,CPU,2/14/2004,130,30,193,106,1400,Unknown,AMD,48.25
AMD Opteron 3380,CPU,12/4/2012,32,65,315,1200,2600,Unknown,AMD,78.75
Intel Core i7-640M,CPU,9/1/2010,32,35,81,384,2800,Intel,Intel,20.25
Intel Xeon E5-2403 v2,CPU,9/1/2013,22,80,160,1400,1800,Intel,Intel,40
Intel Pentium G640,CPU,6/3/2012,32,65,131,504,2800,Intel,Intel,32.75
Intel Core 2 Duo U7500,CPU,4/27/2007,65,10,111,293,1073,Intel,Intel,27.75
Intel Xeon E3-1230,CPU,4/3/2011,32,80,216,1160,3200,Intel,Intel,54
Intel Pentium Dual-Core E2160,CPU,6/3/2007,65,65,77,105,1800,Intel,Intel,19.25
Intel Pentium 997,CPU,9/1/2012,32,17,131,504,1600,Intel,Intel,32.75
Intel Xeon Phi 7295,CPU,12/1/2017,14,320,,8000,1500,Intel,Intel,0
AMD Athlon II X3 440,CPU,1/25/2010,45,95,169,300,3000,Unknown,AMD,42.25
AMD Phenom II X6 1055T (125W),CPU,4/27/2010,45,125,346,904,2800,Unknown,AMD,86.5
Intel Core i7-9750H,CPU,4/23/2019,14,45,149,,2600,Intel,Intel,37.25
AMD Ryzen 3 PRO 1300,CPU,6/29/2017,14,65,192,4800,3200,GF,AMD,48
Intel Core i5-3470S,CPU,6/1/2012,22,65,133,,2900,Intel,Intel,33.25
AMD Sempron 3100+,CPU,1/1/2005,90,25,,63,1800,Unknown,AMD,0
Intel Xeon 5148,CPU,6/26/2006,65,40,,,2333,Intel,Intel,0
AMD Athlon XP-M 3000+,CPU,1/1/2001,130,45,101,63,2200,Unknown,AMD,25.25
Intel Core i5-7640X,CPU,6/26/2017,14,112,,,3900,Intel,Intel,0
AMD Sempron 2600+,CPU,1/1/2001,130,62,101,63,1833,Unknown,AMD,25.25
AMD FX-8320E,CPU,9/2/2014,32,95,315,1200,3200,Unknown,AMD,78.75
AMD Athlon X2 5050e,CPU,10/21/2008,65,45,126,154,2600,Unknown,AMD,31.5
AMD Ryzen 5 PRO 2500U,CPU,1/8/2019,14,15,246,,2000,GF,AMD,61.5
Intel Core i5-4690K,CPU,6/2/2014,22,88,177,1400,3500,Intel,Intel,44.25
Intel Core i7-4850EQ,CPU,8/29/2013,22,47,264,1400,1600,Intel,Intel,66
AMD EPYC 7301,CPU,6/29/2017,14,170,213,4800,2200,GF,AMD,53.25
AMD EPYC 7551,CPU,6/29/2017,14,180,213,4800,2000,GF,AMD,53.25
Intel Core i5-4440,CPU,9/1/2013,22,84,177,1400,3100,Intel,Intel,44.25
Intel Pentium G3460,CPU,7/21/2014,22,54,177,1400,3500,Intel,Intel,44.25
Intel Celeron G5900,CPU,4/30/2020,14,58,,,3400,Intel,Intel,0
AMD Athlon 1300,CPU,3/21/2001,180,68,120,37,1300,Unknown,AMD,30
Intel Xeon Phi 7210F,CPU,6/20/2016,14,230,,8000,1300,Intel,Intel,0
Intel Core 2 Duo U7700,CPU,12/27/2007,65,10,111,293,1333,Intel,Intel,27.75
Intel Xeon E7-8860,CPU,4/3/2011,32,130,513,2600,2276,Intel,Intel,128.25
AMD Opteron 2350 HE,CPU,10/1/2008,65,79,285,463,2000,Unknown,AMD,71.25
Intel Xeon 3.06,CPU,3/10/2003,130,89,217,55,3066,Intel,Intel,54.25
Intel Core i5-3610ME,CPU,6/1/2012,22,35,118,,2700,Intel,Intel,29.5
AMD Athlon 64 1500+,CPU,11/7/2005,90,9,84,69,1000,Unknown,AMD,21
AMD Sempron 3100+,CPU,4/1/2005,90,62,84,63,1800,Unknown,AMD,21
AMD Sempron 3400+,CPU,5/23/2006,90,62,103,81,1800,Unknown,AMD,25.75
AMD Mobile Athlon 64 3200+,CPU,8/1/2003,130,82,193,106,2000,Unknown,AMD,48.25
AMD Athlon 3000G,CPU,11/20/2019,14,35,148,4800,3500,Unknown,AMD,37
Intel Xeon X5687,CPU,2/14/2011,32,130,239,1170,3600,Intel,Intel,59.75
AMD Phenom X3 8850,CPU,10/21/2008,65,95,285,450,2500,Unknown,AMD,71.25
AMD Sempron 2200+,CPU,8/1/2004,130,62,80,37,1500,Unknown,AMD,20
Intel Pentium 4 1.9,CPU,8/27/2001,180,69,217,42,1900,Intel,Intel,54.25
AMD Phenom X4 9600B,CPU,4/28/2008,65,95,285,450,2300,Unknown,AMD,71.25
AMD Opteron 842,CPU,12/1/2004,90,85,,106,1600,Unknown,AMD,0
AMD Athlon XP 1800+,CPU,6/10/2002,130,51,80,37,1533,Unknown,AMD,20
Intel Xeon Platinum 8180M,CPU,7/11/2017,14,205,,8000,2500,Intel,Intel,0
Intel Core i3-2100T,CPU,2/20/2011,32,35,131,504,2500,Intel,Intel,32.75
AMD Sempron 2600+,CPU,7/28/2004,90,25,,63,1600,Unknown,AMD,0
AMD Athlon XP 2500+,CPU,2/10/2003,130,68,101,63,1833,Unknown,AMD,25.25
Intel Pentium III  933,CPU,6/1/2001,180,27,80,44,933,Intel,Intel,20
Intel Pentium P6100,CPU,9/26/2010,32,35,81,384,2000,Intel,Intel,20.25
Intel Core 2 Duo U7700,CPU,2/27/2008,65,10,111,293,1333,Intel,Intel,27.75
Intel Celeron G1101,CPU,1/7/2010,32,73,81,382,2266,Intel,Intel,20.25
Intel Pentium M 760,CPU,1/19/2005,90,27,84,140,2000,Intel,Intel,21
AMD Opteron 3350 HE,CPU,12/4/2012,32,45,315,1200,2800,Unknown,AMD,78.75
AMD Athlon 64 3200+,CPU,4/4/2005,90,67,83,69,2000,Unknown,AMD,20.75
Intel Xeon MP 7030 Dual-Core,CPU,12/1/2005,90,135,213,200,2800,Intel,Intel,53.25
AMD A8-5557M,CPU,6/1/2013,32,35,246,1178,2100,Unknown,AMD,61.5
Intel Celeron 857,CPU,7/1/2011,32,17,131,504,1200,Intel,Intel,32.75
AMD Ryzen 3 5300G,CPU,4/13/2021,7,65,,,4000,TSMC,AMD,0
Intel Pentium 4-M 2.50,CPU,4/16/2003,130,35,131,55,2500,Intel,Intel,32.75
Intel Core i3-10325,CPU,3/16/2021,14,65,,,3900,Intel,Intel,0
AMD EPYC 7542,CPU,8/7/2019,7,225,74,3800,2900,TSMC,AMD,18.5
AMD Athlon 64 3000+,CPU,5/23/2006,90,62,183,154,1800,Unknown,AMD,45.75
AMD E2-2000,CPU,1/6/2013,40,18,75,,1750,Unknown,AMD,18.75
Intel Pentium 4-M 1.90,CPU,6/24/2002,130,32,131,55,1900,Intel,Intel,32.75
AMD Athlon 64 X2 3600+,CPU,12/5/2006,65,65,126,154,1900,Unknown,AMD,31.5
AMD EPYC 7402P,CPU,8/7/2019,7,180,74,3800,2800,TSMC,AMD,18.5
Intel Core i7-880,CPU,5/30/2010,45,95,296,774,3066,Intel,Intel,74
Intel Pentium 4 HT 561,CPU,6/12/2005,90,115,109,125,3600,Intel,Intel,27.25
